SuburbName,PostalCode,Latitude,Longitude,DistCityCenter
Mill Park,3082,-37.6316767,145.0836353,23.622558432355703
South Morang,3752,-37.6805616,145.014410295635,16.629849024396844
Thomastown,3074,-37.4712651,144.9745663,39.6319063551431
Beveridge,3753,-37.48874,145.066544844465,38.45078209572559
Eden Park,3757,-37.50613,145.192174078888,40.34339304979269
Humevale,3757,-37.5121301,145.1177321,37.12444952144553
Whittlesea,3757,-37.5939889,145.0337333,26.408044004009152
Wollert,3750,-37.5460487,145.054426593234,31.99181399136214
Woodstock,3755,-37.8665704,144.6949625,25.395749431423422
Hoppers Crossing,3029,-37.8300705,144.7869487,16.949653463903594
Laverton North,3026,-37.8686285,144.5950127,34.107698526308795
Manor Lakes,3024,-37.9064862,144.7533059,21.743615808318033
Point Cook,3030,-37.8321522,144.69462,25.06343749761509
Tarneit,3029,-37.9008141,144.6616976,29.101399849842533
Werribee,3030,-37.9734648,144.6922245,30.010853911133193
Werribee South,3030,-37.8614297,144.7445428,21.008940371831095
Williams Landing,3027,-37.8722432,144.6084185,32.99863634537845
Wyndham Vale,3024,-37.9748784,144.6286793,34.90626903910016
Cocoroc,3030,-37.9390807,144.4789406,45.68983662512641
Little River,3211,-37.8996767,144.554854,38.17196048327617
Mambourin,3024,-37.8388844,144.5538125,37.447705742162796
Quandong,3340,-37.8045508,144.9988542,3.0552940958911057
Abbotsford,3067,-37.82762235,145.008091196346,2.4804555954225913
Burnley,3121,-37.7904385,144.9975371,4.4113181565836355
Clifton Hill,3068,-37.802104,144.9881387,2.923186928837858
Collingwood,3066,-37.8290227,144.9927735,1.1463592187840173
Cremorne,3121,-37.8010382,144.9792611,2.950176532577986
Fitzroy,3065,-37.7833316,144.9837074,4.930774464131068
Fitzroy North,3068,-37.7818041,144.9665675,5.221344452580492
Princes Hill,3054,-37.8203955,145.0025153,2.1441779327600714
Richmond,3121,-37.91104835,145.353691475376,34.11226282439505
Belgrave,3160,-37.9266116,145.3525247,34.52320545305226
Belgrave Heights,3160,-37.9424023,145.3573383,35.51384880937401
Belgrave South,3160,-37.7385835,145.3143181,31.022011744752803
Chirnside Park,3116,-37.8037844,145.3134593,29.431757916090795
Kilsyth,3137,-37.7576639,145.352405,33.65518310449569
Lilydale,3140,-37.81068,145.350850076404,32.65064748732035
Montrose,3765,-37.7813447,145.3256732,30.822177482069126
Mooroolbark,3138,-37.7873186,145.3883037,36.17107454031424
Mount Evelyn,3796,-37.9187608,145.3784097,36.43315645425158
Selby,3159,-37.9030367,145.3446796,33.116200832260844
Tecoma,3160,-37.9036086,145.3313506,32.002054409346606
Upwey,3158,-37.6829253,145.5343263,51.34471756534525
Badger Creek,3777,-37.8087592,145.5024531,45.965117252237505
Beenak,3139,-37.7646858,145.750752,68.11418174904576
Big Pats Creek,3799,-37.55817,145.8874417,85.31381695639763
Cambarville,3779,-37.6364618,145.5188488,51.95952310408471
Chum Creek,3777,-37.70355,145.369003333333,36.89185522242806
Coldstream,3770,-37.6387012,145.3978013,42.34244316894959
Dixons Creek,3775,-37.7608659,145.5868732,53.86552944755151
Don Valley,3139,-37.5762973,144.7145654,36.41531374095839
Fernshaw,3778,-37.8821539,145.3353111,31.801358227966567
Ferny Creek,3786,-37.8547073,145.7128179,64.45174419487232
Gilderoy,3797,-37.84282725,145.635089993066,57.583305874924136
Gladysdale,3797,-37.72896,145.46342348646,43.90294420985105
Gruyere,3770,-37.6537218,145.5161533,50.97962578250592
Healesville,3777,-37.7820199,145.5759957,52.63304735569698
Hoddles Creek,3139,-37.8858076,145.3729123,35.12027829670589
Kallista,3791,-37.8194174,145.372162,34.47901766169391
Kalorama,3766,-37.7806769,145.5691921,52.05317443376082
Launching Place,3139,-37.881875,145.489884851485,45.1966338027286
Macclesfield,3782,-37.676665,145.970242595986,88.69928591744628
McMahons Creek,3799,-37.598542,146.2077112,110.99947706246509
Matlock,3723,-37.7515012,145.6612026,60.48361482571069
Millgrove,3799,-37.8741771,145.4286024,39.750870027671496
Monbulk,3793,-37.8291766,145.3538837,32.85955346434632
Mount Dandenong,3767,-37.96297925,145.358052706164,36.452623165412696
Mount Toolebewong,3777,-37.843742,145.3855733,35.68496978147968
Narre Warren East,3804,-37.8630657,145.7514607,67.8863446876312
Olinda,3788,-37.8678412,145.3568039,33.40873870367859
Powelltown,3797,-37.7782042,145.4594001,42.49945103481993
Reefton,3799,-37.7743,145.4988109,45.99123709921261
Sassafras,3787,-37.8884448,145.3593565,34.00758207902676
Seville,3139,-37.8291,145.437765047924,40.22859691946886
Seville East,3139,-37.631723,145.3917831,42.27967205730853
Sherbrooke,3789,-37.6572776,145.4265611,43.616280190732574
Silvan,3795,-37.8901143,145.3912949,36.794638323594306
Steels Creek,3775,-37.85718,145.696878650087,63.065984283759235
Tarrawarra,3775,-37.8887247,146.0316724,92.61678685156988
The Patch,3792,-37.8788598,145.3157699,30.047517765224992
Three Bridges,3797,-37.81421,145.455768902598,41.84047389505266
Toorongo,3833,-37.7806025,145.4262934,39.57939910956246
Tremont,3785,-37.77946,145.719411724138,65.21306842938252
Wandin East,3139,-37.7773898,145.45961614992,42.53029916704395
Wandin North,3139,-37.695415,145.693112469387,64.4168524770365
Warburton,3799,-37.7793329,145.5301262,48.655209880226046
Warburton East,3799,-37.6573475,145.3743964,39.529810332773
Wesburn,3799,-37.7821693,145.6150255,56.0464786416729
Woori Yallock,3139,-37.8135132,145.5082046,46.44766783851681
Yarra Glen,3775,-37.6887134,145.3746571,37.996878504601916
